akt.citace;akt.název.vyhlášený;short_name;core_strong;degree_in;degree_out;knn_in;knn_out;knn_all;transitivity;page_rank_normal;hub_score;authority_score;eigen_centrality;burt_constraint;harmonic_centrality_in;harmonic_centrality_out;harmonic_centrality_all;betweenness;art_point;g_role;l_role
64/1986 Sb.;Zákon České národní rady o České obchodní inspekci;Zákon o ČOI;TRUE;17;27;54,000000000000000;102,4444444444444429;238,1136363636364;0,1907692307692308;0,001203426604737585;1,05862108101199e-03;5,92867379419782e-04;3,33309424309866e-03;0,1212134619772349;223,700000000002;206,96666666666835;301,333333333332;4,71692366127878e+02;FALSE;none;none
119/1990 Sb.;Zákon o soudní rehabilitaci;Zákon o soudní rehabilitaci;TRUE;25;56;61,280000000000001;90,0714285714285694;458,1975308641975;0,3333333333333333;0,001466484890685074;1,90903792930433e-01;2,87688839418040e-04;3,86493564813809e-03;0,4671238580762000;210,366666666668;187,56666666666698;288,000000000000;7,23473586676036e+02;FALSE;bridge;hub
298/1990 Sb.;Zákon o úpravě některých majetkových vztahů řeholních řádů a kongregací a arcibiskupství olomouckého;Zákon o úpravě majetkových vztahů řeholních řádů;TRUE;4;2;75,000000000000000;120,0000000000000000;482,6666666666667;0,3000000000000000;0,000605631564832680;4,35356207064879e-04;2,30941217057767e-05;8,74361050495406e-04;0,2286774715829060;189,766666666667;169,79999999999939;267,250000000003;5,07093872291703e+02;TRUE;bridge;none
500/1990 Sb.;Zákon České národní rady o působnosti orgánů České republiky ve věcech převodů vlastnictví státu k některým věcem na jiné právnické nebo fyzické osoby;Zákon o působnosti při převodů vl. státu na jiné osoby;TRUE;2;15;100,500000000000000;14,8000000000000007;59,7647058823529;0,5333333333333333;0,000338169781283048;2,43113137356746e-05;2,90468030577885e-05;5,63988573340437e-04;0,4835482975946667;187,566666666667;165,28333333333256;245,316666666669;8,96161056039373e-01;FALSE;none;none
87/1991 Sb.;Zákon o mimosoudních rehabilitacích;Zákon o mimosoudních rehabilitacích;TRUE;74;23;22,621621621621621;72,2173913043478279;134,5051546391753;0,2222222222222222;0,001497219497727980;1,49126917416961e-03;4,81461583123687e-04;5,51152432740488e-03;0,2094353290142281;237,783333333336;196,88333333333421;308,749999999997;1,84774274634798e+03;FALSE;bridge;none
92/1991 Sb.;Zákon o podmínkách převodu majetku státu na jiné osoby;Zákon o převodu majetku státu na jiné osoby;TRUE;24;24;48,958333333333336;52,4583333333333357;217,7708333333333;0,2619047619047619;0,000953904499551259;1,22143852272737e-03;2,09678907711681e-04;3,43463334743616e-03;0,0844860664751622;228,366666666669;192,08333333333383;298,333333333332;4,14524716235505e+02;FALSE;none;bridge
172/1991 Sb.;Zákon České národní rady o přechodu některých věcí z majetku České republiky do vlastnictví obcí;Zákon o přechodu věcí z majetku ČR do vlastnictví obcí;TRUE;1;20;177,000000000000000;48,0000000000000000;234,0000000000000;0,2857142857142857;0,000304385663590664;7,03587748336644e-04;2,38406524054605e-05;5,28231179140736e-04;0,1177458908350775;181,983333333333;196,26666666666756;289,083333333333;9,02913338105362e+01;FALSE;none;none
229/1991 Sb.;Zákon o úpravě vlastnických vztahů k půdě a jinému zemědělskému majetku;Zákon o půdě;TRUE;68;65;31,897058823529413;50,1692307692307722;118,3684210526316;0,1963414634146342;0,001651362387207120;1,21460571334421e-03;4,87352953136945e-04;5,93586725225567e-03;0,1003197797554490;233,783333333336;220,91666666666899;315,499999999997;7,92905689176737e+03;TRUE;hub_bridge;bridge
231/1991 Sb.;Zákon České národní rady o působnosti orgánů České republiky v mimosoudních rehabilitacích;Zákon o působnosti v mimosoudních rehabilitacích;FALSE;0;46;NA;27,6521739130434767;115,7173913043478;0,3000000000000000;0,000270826956513843;3,04234743294573e-04;0,00000000000000e+00;3,55017840323683e-19;0,7720776625297745;0,000000000000;179,19999999999976;265,583333333336;0,00000000000000e+00;TRUE;none;none
42/1992 Sb.;Zákon o úpravě majetkových vztahů a vypořádání majetkových nároků v družstvech;Zákon o úpravě majetkových vztahů v družstvech;TRUE;28;23;45,428571428571431;97,0434782608695627;271,6862745098039;0,3523809523809524;0,000924328159591284;1,90729891624336e-03;3,00353132944761e-04;3,54626398281760e-03;0,1854526742536663;212,450000000001;204,33333333333491;290,833333333333;4,57189434525842e+02;FALSE;none;none
162/1992 Sb.;Zákon České národní rady o působnosti orgánů České republiky při provádění zákona č. 403/1990 Sb., o zmírnění následků některých majetkových křivd, ve znění zákonů č. 458/1990 Sb., č. 528/1990 Sb. a č. 137/1991 Sb.;Zákon o působnosti při zmírnění následků majetkových křivd;FALSE;0;8;NA;17,6250000000000000;36,8750000000000;0,0000000000000000;0,000270826956513843;4,69527854384891e-06;0,00000000000000e+00;3,55017840323683e-19;0,7812500000000000;0,000000000000;150,43333333333288;212,183333333334;0,00000000000000e+00;FALSE;none;none
243/1992 Sb.;Zákon České národní rady, kterým se upravují některé otázky související se zákonem č. 229/1991 Sb., o úpravě vlastnických vztahů k půdě a jinému zemědělskému majetku, ve znění zákona č. 93/1992 Sb.;Zákon o úpravě otázek souvisejících se zákonem o půdě;TRUE;7;32;13,714285714285714;36,8437500000000000;75,9743589743590;0,2307692307692308;0,000371775165795851;3,95946991426504e-05;2,41804638614931e-05;8,90174411987530e-05;0,3763744974219338;164,550000000000;165,86666666666599;234,000000000002;2,83576571442450e+01;FALSE;none;none
246/1992 Sb.;Zákon České národní rady na ochranu zvířat proti týrání;Zákon na ochranu zvířat;TRUE;58;85;70,551724137931032;86,4588235294117595;183,0769230769231;0,2812210915818686;0,001580366131356581;1,27396132655259e-03;1,55506869497326e-03;1,19669929369157e-02;0,1415319161906025;239,783333333336;234,98333333333503;319,333333333331;5,66506957033378e+02;FALSE;auth_hub_bridge;auth
375/1992 Sb.;Zákon České národní rady o změně názvu Vysoké školy veterinární v Brně a o změně postavení a názvu Pedagogické fakulty v Hradci Králové;Zákon o změně názvu VŠV v Brně a PedF v Hradci Králové;FALSE;0;1;NA;106,0000000000000000;305,0000000000000;NA;0,000270826956513843;2,73246396738873e-05;0,00000000000000e+00;3,55017840323683e-19;1,0000000000000000;0,000000000000;165,63333333333264;224,800000000001;0,00000000000000e+00;FALSE;none;none
29/1993 Sb.;Ústavní zákon České národní rady o některých dalších opatřeních souvisejících se zánikem České a Slovenské Federativní Republiky;Úst. zákon o dalších opatřeních při zániku ČSFR;FALSE;1;1;179,000000000000000;23,0000000000000000;202,0000000000000;NA;0,000464068647606997;4,03463043080235e-05;1,62923342635581e-07;3,35124677868988e-04;1,0000000000000000;181,066666666666;11,50000000000000;210,116666666667;0,00000000000000e+00;FALSE;none;none
198/1993 Sb.;Zákon o protiprávnosti komunistického režimu a o odporu proti němu;Zákon o protiprávnosti komunistického režimu;TRUE;3;2;13,333333333333334;56,0000000000000000;53,0000000000000;0,3333333333333333;0,000383174693514365;2,45243851594777e-06;1,21256927094943e-05;3,39234274914218e-04;0,3744640776917684;158,866666666666;135,82619047619016;214,000000000001;1,01321403692093e+00;FALSE;none;none
217/1994 Sb.;Zákon o poskytnutí jednorázové peněžní částky některým obětem nacistické perzekuce;Zákon o jednorázové částce obětem nacistické perzekuce;FALSE;0;7;NA;81,7142857142857082;579,4285714285714;0,5000000000000000;0,000270826956513843;6,17486955490900e-04;0,00000000000000e+00;3,55017840323683e-19;0,3266052409627876;0,000000000000;178,53333333333313;271,733333333335;0,00000000000000e+00;FALSE;none;none
140/1996 Sb.;Zákon o zpřístupnění svazků vzniklých činností bývalé Státní bezpečnosti;Zákon o zpřístupnění svazků StB;TRUE;3;13;35,000000000000000;65,0000000000000000;369,3125000000000;0,5238095238095238;0,000360209169604179;6,53868459046421e-04;5,91702720401236e-05;3,40646893478442e-04;0,2682268808345832;192,033333333334;201,60000000000139;286,916666666667;4,54437663415080e+01;FALSE;none;none
252/1997 Sb.;Zákon o zemědělství;Zákon o zemědělství;TRUE;69;64;38,608695652173914;63,0156250000000000;171,2706766917293;0,3438438438438439;0,001736197105714476;1,73380035597059e-02;5,66291438330857e-04;1,03695172797226e-02;0,0828460279510213;241,700000000003;231,31666666666840;316,166666666664;1,14722084833320e+03;FALSE;auth_hub_bridge;hub_bridge
106/1999 Sb.;Zákon o svobodném přístupu k informacím;Zákon o svobodném přístupu k informacím;TRUE;53;64;77,094339622641513;66,7812500000000000;185,0427350427350;0,1750877192982456;0,002303044069570435;2,86881003493338e-03;1,55270418431108e-03;1,54351210727735e-02;0,0352807193360316;262,166666666668;242,90000000000165;341,666666666665;3,39486295316541e+03;FALSE;auth_hub_bridge;auth_hub_bridge
159/1999 Sb.;Zákon o některých podmínkách podnikání v oblasti cestovního ruchu a o změně zákona č. 40/1964 Sb., občanský zákoník, ve znění pozdějších předpisů, a zákona č. 455/1991 Sb., o živnostenském podnikání (živnostenský zákon), ve znění pozdějších předpisů;Zákon o podnikání v oblasti cestovního ruchu;TRUE;12;31;218,083333333333343;159,4193548387096655;591,5813953488372;0,2564102564102564;0,001343874004643740;3,14847861133590e-03;4,69111120234934e-04;1,00315712085823e-02;0,2695356136995881;241,250000000002;205,90000000000165;283,333333333334;1,42218520017595e+02;FALSE;auth;hub
166/1999 Sb.;Zákon o veterinární péči a o změně některých souvisejících zákonů (veterinární zákon);Veterinární zákon;TRUE;96;151;74,020833333333329;66,6887417218542993;197,8542510121457;0,2551912568306011;0,002931724235323874;6,12104330104679e-03;2,19601237752498e-03;2,23011998781460e-02;0,0762123573998497;266,250000000001;246,90000000000134;333,499999999998;2,27721160548731e+03;FALSE;auth_hub_bridge;auth_hub_bridge
359/1999 Sb.;Zákon o sociálně-právní ochraně dětí;Zákon o sociálně-právní ochraně dětí;TRUE;78;112;149,012820512820525;106,7500000000000000;388,0210526315789;0,3570929419986024;0,003729005837404310;1,96271695773014e-02;4,12657469141823e-03;5,81532095504542e-02;0,0877025735652763;269,916666666667;245,53333333333478;328,666666666665;1,32963662101213e+03;FALSE;auth_hub_bridge;auth_hub_bridge
60/2000 Sb.;Zákon o ochraně olympijských symbolik;Zákon o ochraně olympijských symbolik;FALSE;0;4;NA;79,0000000000000000;441,2500000000000;1,0000000000000000;0,000270826956513843;4,20305570151855e-04;0,00000000000000e+00;3,55017840323683e-19;0,4216513091547778;0,000000000000;181,94999999999993;270,333333333336;0,00000000000000e+00;FALSE;none;none
121/2000 Sb.;Zákon o právu autorském, o právech souvisejících s právem autorským a o změně některých zákonů (autorský zákon);Autorský zákon;TRUE;82;72;62,963414634146339;70,2500000000000000;251,9415584415584;0,2046444121915820;0,003292874461711958;5,05188224580586e-03;2,15537087809428e-03;2,16471081041587e-02;0,0639375722333445;261,083333333335;219,93333333333547;323,999999999997;3,28103898659144e+03;FALSE;auth_hub_bridge;auth_hub_bridge
156/2000 Sb.;Zákon o ověřování střelných zbraní, střeliva a pyrotechnických předmětů a o změně zákona č. 288/1995 Sb., o střelných zbraních a střelivu (zákon o střelných zbraních), ve znění zákona č. 13/1998 Sb., a zákona č. 368/1992 Sb., o správních poplatcích, ve znění pozdějších předpisů;Zákon o ověřování střelných zbraní;TRUE;9;21;55,666666666666664;130,0476190476190368;277,3000000000000;0,4945054945054945;0,000524652136108981;5,41252195140474e-04;3,68138651139785e-04;1,57092816210769e-03;0,2043759737075508;212,616666666668;210,88333333333534;292,583333333333;1,00782602409347e+02;FALSE;none;none
212/2000 Sb.;Zákon o zmírnění některých majetkových křivd způsobených holocaustem a o změně zákona č. 243/1992 Sb., kterým se upravují některé otázky související se zákonem č. 229/1991 Sb., o úpravě vlastnických vztahů k půdě a jinému zemědělskému majetku, ve znění zákona č. 93/1992 Sb., ve znění pozdějších předpisů;Zákon o zmírnění majetkových křivd způsobených holocaustem;FALSE;0;4;NA;4,5000000000000000;21,0000000000000;1,0000000000000000;0,000270826956513843;1,63088442175580e-07;0,00000000000000e+00;3,55017840323683e-19;0,6530612244897953;0,000000000000;3,00000000000000;168,149999999999;0,00000000000000e+00;FALSE;none;none
364/2000 Sb.;Zákon o zrušení Fondu dětí a mládeže a o změnách některých zákonů;Zákon o zrušení FDM;FALSE;0;2;NA;95,5000000000000000;718,0000000000000;1,0000000000000000;0,000270826956513843;3,43511694092089e-04;0,00000000000000e+00;3,55017840323683e-19;0,5411694928034290;0,000000000000;179,45000000000002;265,750000000003;0,00000000000000e+00;FALSE;none;none
115/2001 Sb.;Zákon o podpoře sportu;Zákon o podpoře sportu;TRUE;4;25;8,500000000000000;92,1200000000000045;261,0689655172414;0,3636363636363636;0,000519089973957093;7,56348301104555e-04;2,14488401237605e-05;1,68765397676910e-04;0,3414124381131062;170,166666666666;200,96666666666792;286,750000000000;5,19833947922564e+02;TRUE;bridge;none
164/2001 Sb.;Zákon o přírodních léčivých zdrojích, zdrojích přírodních minerálních vod, přírodních léčebných lázních a lázeňských místech a o změně některých souvisejících zákonů (lázeňský zákon);Lázeňský zákon;TRUE;13;46;101,923076923076920;100,3478260869565162;257,0847457627119;0,4523809523809523;0,000813344277111119;7,92722441207866e-04;2,07730502775875e-04;4,17357951699762e-03;0,0957188562440883;213,083333333335;223,36666666666872;299,566666666665;5,89523311719260e+02;TRUE;hub_bridge;bridge
231/2001 Sb.;Zákon o provozování rozhlasového a televizního vysílání a o změně dalších zákonů;Zákon o provozování rozhlasového a televizního vysílání;TRUE;53;56;74,641509433962270;67,7857142857142918;312,1834862385321;0,2500000000000000;0,002335489384303390;7,60473430576256e-03;3,23630554124386e-03;1,36285497692914e-02;0,1155897735536910;260,833333333335;221,88333333333526;318,083333333331;2,24620114825775e+03;FALSE;auth_hub_bridge;auth_hub
254/2001 Sb.;Zákon o vodách a o změně některých zákonů (vodní zákon);Vodní zákon;TRUE;166;117;69,963855421686745;91,2307692307692264;190,2367491166078;0,2710382513661202;0,005692417034667462;2,34333155975301e-03;1,81861322808134e-03;4,79420945642644e-02;0,0781283306202505;273,916666666667;238,53333333333509;327,166666666664;4,46878636753834e+03;FALSE;auth_hub_bridge;auth_bridge
130/2002 Sb.;Zákon o podpoře výzkumu a vývoje z veřejných prostředků a o změně některých souvisejících zákonů (zákon o podpoře výzkumu a vývoje);Zákon o podpoře výzkumu a vývoje;TRUE;16;68;37,500000000000000;84,2058823529411740;289,7619047619048;0,2904761904761904;0,000735573832791901;7,04744201558772e-03;2,74230638720123e-04;1,91172645664762e-03;0,0675765172680686;211,533333333335;235,81666666666825;315,583333333331;1,11276305796080e+03;FALSE;hub_bridge;hub_bridge
139/2002 Sb.;Zákon o pozemkových úpravách a pozemkových úřadech a o změně zákona č. 229/1991 Sb., o úpravě vlastnických vztahů k půdě a jinému zemědělskému majetku, ve znění pozdějších předpisů;Zákon o pozemkových úpravách a pozemkových úřadech;TRUE;8;70;92,625000000000000;66,5857142857142890;292,1923076923077;0,4236453201970444;0,000425922619908583;2,56917988025884e-03;7,19814228870828e-05;2,20951801460099e-03;0,0953699045992229;195,800000000000;230,11666666666849;313,166666666664;7,01500998153665e+02;FALSE;hub_bridge;hub_bridge
170/2002 Sb.;Zákon o válečných veteránech;Zákon o válečných veteránech;TRUE;7;13;40,000000000000000;48,6153846153846132;169,9500000000000;0,4181818181818182;0,000466869957543643;2,22304799284823e-04;2,03853888759990e-04;1,10180121315662e-03;0,1474976927815104;190,566666666667;181,53333333333325;277,650000000001;3,56766379306750e+01;FALSE;none;none
198/2002 Sb.;Zákon o dobrovolnické službě a o změně některých zákonů (zákon o dobrovolnické službě);Zákon o dobrovolnické službě;TRUE;9;6;111,666666666666671;92,3333333333333286;298,2666666666667;0,6000000000000001;0,000507417240416140;3,16954718276371e-04;7,80456237869276e-04;6,09811693208759e-03;0,1641176255938725;208,700000000001;180,48333333333321;277,833333333335;4,31211265405702e+00;FALSE;none;none
201/2002 Sb.;Zákon o Úřadu pro zastupování státu ve věcech majetkových;Zákon o ÚZSVM;TRUE;7;29;195,000000000000000;73,3448275862068897;247,5555555555555;0,2761904761904762;0,000643628000883992;3,70297268223832e-03;3,78390421696975e-04;5,45882037635414e-03;0,1421554795729853;234,333333333336;203,33333333333465;292,000000000000;3,99273938164827e+02;FALSE;none;hub
